@relation 'adult 2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement'

@attribute age numeric
@attribute workclass {Private,State-gov,Federal-gov,Self-emp-not-inc,Self-emp-inc,Local-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {HS-grad,Some-college,7th-8th,10th,Doctorate,Prof-school,Bachelors,Masters,11th,Assoc-acdm,Assoc-voc,1st-4th,5th-6th,12th,9th,Preschool}
@attribute education.num numeric
@attribute marital.status {Widowed,Divorced,Separated,Never-married,Married-civ-spouse,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Exec-managerial,Machine-op-inspct,Prof-specialty,Other-service,Adm-clerical,Craft-repair,Transport-moving,Handlers-cleaners,Sales,Farming-fishing,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Unmarried,Own-child,Other-relative,Husband,Wife}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Female,Male}
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute native.country {United-States,Mexico,Greece,Vietnam,China,Taiwan,India,Philippines,Trinadad&Tobago,Canada,South,Holand-Netherlands,Puerto-Rico,Poland,Iran,England,Germany,Italy,Japan,Hong,Honduras,Cuba,Ireland,Cambodia,Peru,Nicaragua,Dominican-Republic,Haiti,El-Salvador,Hungary,Columbia,Guatemala,Jamaica,Ecuador,France,Yugoslavia,Scotland,Portugal,Laos,Thailand,Outlying-US(Guam-USVI-etc)}
@attribute income {<=50K,>50K}

@data
0.082192,Private,0.189459,HS-grad,0.533333,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,0.397959,United-States,<=50K
0.232877,Federal-gov,0.120658,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0.72449,United-States,<=50K
0.164384,Federal-gov,0.08858,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.136986,Private,0.133413,Bachelors,0.8,Never-married,Craft-repair,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.061454,7th-8th,0.2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,Portugal,<=50K
0.232877,Private,0.058659,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.356164,Local-gov,0.100711,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.369863,State-gov,0.117865,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.459184,United-States,>50K
0.164384,Private,0.114419,Assoc-acdm,0.733333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.068493,Private,0.064122,Assoc-acdm,0.733333,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.265306,United-States,<=50K
0.191781,Private,0.204006,9th,0.266667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.643836,Private,0.221452,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.142857,United-States,<=50K
0.30137,Federal-gov,0.165117,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.383562,Self-emp-not-inc,0.110119,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.346939,United-States,<=50K
0.479452,Private,0.0752,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.205479,Private,0.062194,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.30137,Private,0.187627,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.520408,United-States,>50K
0.09589,Private,0.251193,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.479452,Private,0.183636,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,0.397959,United-States,>50K
0.082192,Private,0.125713,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.367347,Mexico,<=50K
0.082192,Private,0.074698,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.193878,United-States,<=50K
0.575342,Private,0.023214,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Private,0.069549,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.178082,State-gov,0.085117,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.163265,Taiwan,<=50K
0.356164,Private,0.123066,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.232877,Private,0.128988,HS-grad,0.533333,Never-married,Other-service,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.589041,Private,0.081204,5th-6th,0.133333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.295918,United-States,>50K
0.479452,Self-emp-not-inc,0.153206,Some-college,0.6,Never-married,Adm-clerical,Unmarried,White,Male,0,0,0.040816,United-States,<=50K
0.39726,Self-emp-inc,0.10769,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.191781,Private,0.196196,Some-college,0.6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,Italy,<=50K
0.452055,Private,0.083573,12th,0.466667,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Cambodia,>50K
0.136986,Private,0.111066,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.336735,United-States,<=50K
0.534247,Private,0.116542,11th,0.4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.219178,Private,0.165663,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0.397959,South,<=50K
0.123288,Private,0.135844,7th-8th,0.2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.479592,United-States,<=50K
0.219178,Self-emp-not-inc,0.017616,HS-grad,0.533333,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.704082,United-States,<=50K
0.123288,Local-gov,0.135296,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.109589,Private,0.164844,10th,0.333333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.616438,Private,0.176528,HS-grad,0.533333,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,0.100836,10th,0.333333,Never-married,Sales,Other-relative,White,Male,0,0,0.295918,United-States,<=50K
0.273973,Private,0.121887,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.479452,Private,0.124525,HS-grad,0.533333,Never-married,Other-service,Unmarried,White,Female,0,0,0.44898,United-States,<=50K
0.30137,Federal-gov,0.120446,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.575342,Private,0.05988,7th-8th,0.2,Separated,Other-service,Own-child,Black,Female,0,0,0.377551,United-States,<=50K
0.39726,Private,0.114247,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.260274,Private,0.15151,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.029499,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.342466,Self-emp-not-inc,0.245255,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.5,United-States,<=50K
0.054795,Private,0.128991,Assoc-acdm,0.733333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.091837,United-States,<=50K
0.013699,Private,0.193634,HS-grad,0.533333,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.091837,United-States,<=50K
0.671233,Private,0.068313,11th,0.4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.295918,United-States,<=50K
0.164384,Private,0.11961,HS-grad,0.533333,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.041096,Private,0.135616,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.44898,United-States,<=50K
0.164384,Self-emp-not-inc,0.26677,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.287671,Self-emp-not-inc,0.154005,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.082192,Private,0.245355,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.328767,State-gov,0.146323,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.03464,0,0.397959,United-States,<=50K
0.191781,Private,0.146127,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,Cuba,>50K
0.479452,Private,0.091334,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.260274,Self-emp-not-inc,0.185229,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.02885,0,0.397959,United-States,<=50K
0.273973,Private,0.362124,Assoc-acdm,0.733333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.410959,State-gov,0.1196,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.506849,Private,0.109124,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.315068,Federal-gov,0.215896,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.397959,United-States,>50K
0.123288,Private,0.245357,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.418367,United-States,<=50K
0.273973,Private,0.228504,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.082192,Private,0.182953,10th,0.333333,Never-married,Prof-specialty,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.109589,Private,0.087897,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.410959,Federal-gov,0.10076,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.346939,United-States,<=50K
0.287671,Private,0.330408,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.164384,Private,0.171606,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.44898,United-States,<=50K
0.068493,Private,0.113945,HS-grad,0.533333,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.397959,Yugoslavia,<=50K
0.232877,Private,0.158306,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.260274,Private,0.164299,HS-grad,0.533333,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0.5,United-States,<=50K
0.205479,Private,0.083164,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0.5,United-States,>50K
0.260274,Private,0.100816,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.178082,Private,0.17406,HS-grad,0.533333,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,0.397959,Vietnam,<=50K
0.369863,Self-emp-not-inc,0.264946,Masters,0.866667,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.436639,0.602041,United-States,>50K
0.575342,Private,0.100134,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0.072981,0,0.55102,United-States,>50K
0.424658,Self-emp-not-inc,0.121639,Some-college,0.6,Separated,Sales,Unmarried,White,Female,0,0,0.5,United-States,<=50K
0.027397,Private,0.039148,HS-grad,0.533333,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,0.153061,United-States,<=50K
0.109589,Private,0.063903,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.780822,Private,0.011954,HS-grad,0.533333,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0.091837,United-States,<=50K
0.273973,Private,0.189957,HS-grad,0.533333,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.246575,Private,0.016778,HS-grad,0.533333,Divorced,Craft-repair,Unmarried,White,Male,0,0,0.397959,United-States,<=50K
0.739726,Private,0.116402,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.153061,United-States,<=50K
0.506849,Self-emp-not-inc,0.062797,10th,0.333333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.653061,United-States,<=50K
0.520548,Private,0.154249,10th,0.333333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0.44898,United-States,<=50K
0.273973,Private,0.309985,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.150685,Private,0.111652,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.051781,0,0.5,United-States,>50K
0.315068,Federal-gov,0.044655,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.653061,United-States,>50K
0.068493,Private,0.032354,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.712329,Private,0.203996,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.244898,United-States,<=50K
0.013699,Local-gov,0.308363,11th,0.4,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.112245,United-States,<=50K
0.849315,Private,0.076377,Some-college,0.6,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,0.193878,United-States,<=50K
0.260274,Private,0.070851,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,White,Female,0.04865,0,0.397959,United-States,<=50K
0.246575,Private,0.118739,Bachelors,0.8,Divorced,Sales,Not-in-family,White,Female,0,0.454545,0.653061,United-States,<=50K
0.657534,Private,0.171081,HS-grad,0.533333,Widowed,Sales,Not-in-family,White,Female,0,0,0.234694,United-States,<=50K
0.630137,Self-emp-not-inc,0.532148,1st-4th,0.066667,Widowed,Other-service,Unmarried,White,Female,0,0,0.295918,El-Salvador,<=50K
0.369863,Private,0.106703,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.09589,Local-gov,0.093587,Some-college,0.6,Separated,Protective-serv,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.410959,Private,0.062124,Assoc-acdm,0.733333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.09589,Private,0.143458,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.164384,Private,0.163485,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.153061,United-States,<=50K
0.246575,Federal-gov,0.161787,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.602041,United-States,>50K
0.232877,Local-gov,0.145346,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.027397,Private,0.089364,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.575342,Private,0.124211,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.72449,United-States,<=50K
0.356164,Federal-gov,0.056133,Bachelors,0.8,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.178082,Private,0.238391,HS-grad,0.533333,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,0.72449,United-States,<=50K
0.246575,Private,0.172082,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.178082,Private,0.010098,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.109589,Private,0.231938,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.03103,0,0.397959,United-States,>50K
0.342466,Self-emp-inc,0.228604,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.342466,Private,0.060988,HS-grad,0.533333,Divorced,Other-service,Own-child,White,Female,0,0,0.142857,United-States,<=50K
0.273973,Self-emp-not-inc,0.03845,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.488751,0.397959,United-States,<=50K
0.150685,Private,0.157139,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.616438,Self-emp-not-inc,0.009933,7th-8th,0.2,Widowed,Other-service,Not-in-family,White,Female,0,0,0.663265,United-States,<=50K
0.164384,Private,0.044468,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.44898,United-States,<=50K
0.328767,Private,0.133971,HS-grad,0.533333,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.178082,Federal-gov,0.043485,HS-grad,0.533333,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,0,0,0.479592,United-States,<=50K
0.164384,Private,0.093491,Some-college,0.6,Never-married,Other-service,Not-in-family,Other,Male,0,0.365014,0.397959,United-States,<=50K
0.315068,Private,0.21156,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.136986,Private,0.110532,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.547945,Private,0.041514,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Private,0.05581,HS-grad,0.533333,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,0.153061,United-States,<=50K
0.438356,Self-emp-not-inc,0.078535,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.328767,Private,0.146482,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,0.346939,Haiti,>50K
0.191781,Private,0.238278,HS-grad,0.533333,Never-married,Other-service,Unmarried,Black,Male,0,0,0.173469,United-States,<=50K
0.164384,Private,0.070855,Bachelors,0.8,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.397959,Portugal,<=50K
0.356164,State-gov,0.131657,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.232877,Private,0.118804,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.150242,0,0.357143,United-States,>50K
0.082192,Private,0.136867,Bachelors,0.8,Never-married,Exec-managerial,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.027397,Private,0.114763,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.295918,United-States,<=50K
0.520548,Private,0.218703,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.295918,United-States,>50K
0.506849,Private,0.102966,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.246575,Private,0.054841,HS-grad,0.533333,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,0.397959,Cambodia,<=50K
0.753425,Private,0.065546,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.164384,Private,0.100669,HS-grad,0.533333,Separated,Adm-clerical,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.356164,Private,0.123906,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.55102,United-States,>50K
0.575342,Private,0.279936,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.149506,HS-grad,0.533333,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,0,0,0.316327,Canada,<=50K
0.479452,Private,0.116357,1st-4th,0.066667,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.114816,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,0.397959,United-States,<=50K
0.438356,State-gov,0.257603,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.150685,Private,0.115206,Some-college,0.6,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
