@relation 'adult 2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement-V'

@attribute age numeric
@attribute workclass {Private,State-gov,Federal-gov,Self-emp-not-inc,Self-emp-inc,Local-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {HS-grad,Some-college,7th-8th,10th,Doctorate,Prof-school,Bachelors,Masters,11th,Assoc-acdm,Assoc-voc,1st-4th,5th-6th,12th,9th,Preschool}
@attribute education.num numeric
@attribute marital.status {Widowed,Divorced,Separated,Never-married,Married-civ-spouse,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Exec-managerial,Machine-op-inspct,Prof-specialty,Other-service,Adm-clerical,Craft-repair,Transport-moving,Handlers-cleaners,Sales,Farming-fishing,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Unmarried,Own-child,Other-relative,Husband,Wife}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Female,Male}
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute native.country {United-States,Mexico,Greece,Vietnam,China,Taiwan,India,Philippines,Trinadad&Tobago,Canada,South,Holand-Netherlands,Puerto-Rico,Poland,Iran,England,Germany,Italy,Japan,Hong,Honduras,Cuba,Ireland,Cambodia,Peru,Nicaragua,Dominican-Republic,Haiti,El-Salvador,Hungary,Columbia,Guatemala,Jamaica,Ecuador,France,Yugoslavia,Scotland,Portugal,Laos,Thailand,Outlying-US(Guam-USVI-etc)}
@attribute income {<=50K,>50K}

@data
0.328767,Private,0.071941,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.027397,Private,0.18388,11th,0.4,Never-married,Other-service,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.328767,Private,0.086675,Assoc-voc,0.666667,Separated,Craft-repair,Not-in-family,White,Male,0,0,0.295918,United-States,<=50K
0.232877,Private,0.146779,Some-college,0.6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.260274,Self-emp-not-inc,0.01629,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.356164,Private,0.1406,9th,0.266667,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.054795,Private,0.10281,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.068493,Private,0.090458,HS-grad,0.533333,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,0.397959,United-States,<=50K
0.205479,Private,0.138971,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.234694,United-States,<=50K
0.164384,Private,0.056464,HS-grad,0.533333,Married-AF-spouse,Transport-moving,Husband,White,Male,0,0,0.806122,United-States,<=50K
0.369863,Local-gov,0.102023,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.346939,United-States,<=50K
0.342466,Private,0.123158,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.530612,United-States,<=50K
0.493151,Private,0.038449,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.219178,Private,0.245431,1st-4th,0.066667,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,0.397959,Guatemala,<=50K
0.041096,Private,0.108629,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.479592,United-States,<=50K
0.315068,Self-emp-not-inc,0.219546,Prof-school,0.933333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.561065,0.44898,United-States,>50K
0.616438,Private,0.087626,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.191781,Private,0.230167,HS-grad,0.533333,Divorced,Other-service,Unmarried,White,Male,0,0,0.397959,United-States,<=50K
0.30137,Private,0.034458,Some-college,0.6,Divorced,Other-service,Not-in-family,White,Female,0,0,0.193878,United-States,<=50K
0.438356,Private,0.124468,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.438776,United-States,<=50K
0.246575,Private,0.138837,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.479452,Federal-gov,0.122098,Some-college,0.6,Separated,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.438356,Private,0.076113,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,>50K
0.054795,Private,0.021224,Some-college,0.6,Never-married,Sales,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.068493,Private,0.077646,Some-college,0.6,Never-married,Sales,Own-child,White,Female,0,0,0.193878,United-States,<=50K
0.191781,Private,0.057181,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.5,United-States,<=50K
0.657534,Self-emp-not-inc,0.007214,7th-8th,0.2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.589041,State-gov,0.230825,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Private,0.199602,HS-grad,0.533333,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0.367347,United-States,<=50K
0.39726,Federal-gov,0.063818,Some-college,0.6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.260274,Local-gov,0.11245,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.109589,Private,0.177661,Bachelors,0.8,Never-married,Sales,Not-in-family,White,Male,0,0,0.653061,United-States,<=50K
0.273973,Private,0.222976,11th,0.4,Separated,Other-service,Unmarried,Black,Female,0,0,0.397959,United-States,<=50K
0.136986,Private,0.054978,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Male,0,0,0.295918,United-States,<=50K
0.068493,Private,0.127093,HS-grad,0.533333,Married-civ-spouse,Sales,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.246575,Private,0.166228,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,<=50K
0.109589,Private,0.11794,Masters,0.866667,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,>50K
0.041096,Private,0.254397,10th,0.333333,Never-married,Other-service,Other-relative,White,Male,0,0,0.346939,Mexico,<=50K
0.09589,Local-gov,0.123016,Some-college,0.6,Never-married,Protective-serv,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.013699,Private,0.110949,11th,0.4,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.356164,Private,0.209174,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.013699,Private,0.185224,HS-grad,0.533333,Never-married,Sales,Own-child,White,Male,0,0,0.091837,United-States,<=50K
0.39726,Self-emp-inc,0.066674,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.55102,United-States,>50K
0.315068,Private,0.100572,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.554408,0.44898,United-States,>50K
0.260274,Private,0.174839,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.55102,United-States,>50K
0.136986,Private,0.118925,HS-grad,0.533333,Never-married,Other-service,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.630137,Self-emp-not-inc,0.125446,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.142857,United-States,<=50K
0.575342,Private,0.132507,HS-grad,0.533333,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.520548,Private,0.098917,HS-grad,0.533333,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.191781,Private,0.117626,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.246575,Private,0.196667,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.150685,Private,0.101458,HS-grad,0.533333,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.150685,Private,0.126065,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,<=50K
0.109589,Private,0.111683,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.602041,United-States,>50K
0.315068,Private,0.066786,Prof-school,0.933333,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,0.397959,Philippines,<=50K
0.30137,Private,0.126573,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0.554408,0.673469,India,>50K
0.246575,Self-emp-inc,0.045708,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.397959,India,>50K
0.082192,Private,0.208879,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.244898,United-States,<=50K
0.191781,Self-emp-not-inc,0.147825,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,Columbia,<=50K
0.410959,Self-emp-not-inc,0.153113,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.02829,0,0.653061,United-States,<=50K
0.041096,Private,0.076036,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.150685,Private,0.268101,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.246575,Private,0.072542,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.160991,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,Ecuador,<=50K
0.493151,Self-emp-inc,0.078773,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.704082,United-States,>50K
0.260274,Private,0.070682,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Taiwan,>50K
0.39726,Private,0.301393,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.554408,0.55102,United-States,>50K
0.123288,Private,0.065739,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.178082,State-gov,0.151138,HS-grad,0.533333,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0.72449,United-States,<=50K
0.328767,Self-emp-inc,0.069474,Prof-school,0.933333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.554408,0.55102,United-States,>50K
0.219178,Private,0.11555,HS-grad,0.533333,Divorced,Other-service,Unmarried,Black,Male,0,0,0.397959,United-States,<=50K
0.273973,Private,0.052481,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,<=50K
0.013699,Private,0.077315,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.205479,Private,0.166245,Some-college,0.6,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0,0,0.367347,United-States,<=50K
0.438356,Private,0.106917,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,Germany,>50K
0.369863,Self-emp-inc,0.035552,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.630137,Private,0.04042,7th-8th,0.2,Widowed,Other-service,Not-in-family,White,Female,0,0,0.408163,United-States,<=50K
0.273973,Self-emp-not-inc,0.171813,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,Cuba,>50K
0.438356,Private,0.120913,Bachelors,0.8,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0.397959,Philippines,<=50K
0.575342,Self-emp-not-inc,0.013764,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.479592,United-States,<=50K
0.369863,Private,0.110022,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,State-gov,0.125786,Some-college,0.6,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,0.397959,United-States,<=50K
0.30137,Private,0.069251,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Private,0.125032,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.123288,Private,0.044919,Assoc-voc,0.666667,Never-married,Sales,Unmarried,White,Female,0,0,0.540816,United-States,<=50K
0.109589,Private,0.130434,HS-grad,0.533333,Never-married,Farming-fishing,Unmarried,White,Male,0,0,0.295918,United-States,<=50K
0.534247,State-gov,0.048499,Bachelors,0.8,Separated,Prof-specialty,Not-in-family,White,Female,0,0,0.377551,United-States,<=50K
0.438356,Self-emp-inc,0.099428,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.545684,0.397959,United-States,>50K
0.013699,Private,0.150869,11th,0.4,Never-married,Other-service,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.287671,Private,0.140762,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.410959,Private,0.040027,HS-grad,0.533333,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,0.602041,United-States,<=50K
0.493151,Private,0.04553,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.137601,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,0.397959,Dominican-Republic,<=50K
0.082192,Private,0.135366,Assoc-voc,0.666667,Never-married,Prof-specialty,Own-child,Black,Female,0,0,0.142857,United-States,<=50K
0.219178,Private,0.079961,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.630137,Private,0.069088,HS-grad,0.533333,Separated,Craft-repair,Not-in-family,White,Female,0,0,0.193878,United-States,<=50K
0.369863,Private,0.163435,10th,0.333333,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,0.418367,United-States,<=50K
0.315068,Private,0.246749,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,0.397959,United-States,<=50K
0.232877,Private,0.089171,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,0.346939,Japan,<=50K
0.479452,Private,0.142704,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,Black,Male,0,0.545684,0.397959,United-States,<=50K
0.561644,Private,0.159595,7th-8th,0.2,Widowed,Other-service,Not-in-family,Other,Female,0,0,0.295918,United-States,<=50K
0.30137,Private,0.131765,Some-college,0.6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.178082,Private,0.115828,Some-college,0.6,Never-married,Exec-managerial,Own-child,Black,Female,0,0,0.397959,United-States,<=50K
0.589041,Private,0.115729,Assoc-acdm,0.733333,Divorced,Other-service,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.726027,Self-emp-inc,0.132879,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.545684,0.5,United-States,>50K
0.082192,Private,0.115495,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.178082,Private,0.121636,11th,0.4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.027397,Private,0.162517,Some-college,0.6,Never-married,Other-service,Own-child,White,Male,0,0,0.132653,United-States,<=50K
0.356164,Private,0.116692,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.5,United-States,<=50K
0.219178,Private,0.068361,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.60274,Private,0.021236,5th-6th,0.133333,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0.536961,0.397959,United-States,<=50K
0.150685,Self-emp-not-inc,0.026607,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.260274,Private,0.052128,11th,0.4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.469388,United-States,<=50K
0.09589,Federal-gov,0.02159,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0.397959,United-States,<=50K
0.575342,Self-emp-not-inc,0.11934,Bachelors,0.8,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0.5,United-States,>50K
0.630137,Private,0.061256,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.657534,Local-gov,0.089163,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,0.397959,United-States,<=50K
0.09589,Private,0.029298,Bachelors,0.8,Never-married,Exec-managerial,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.493151,Local-gov,0.15039,Assoc-acdm,0.733333,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.209174,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.054795,Private,0.012058,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.397959,United-States,<=50K
0.287671,Private,0.032618,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.383562,Local-gov,0.369709,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.232877,Self-emp-inc,0.078351,Bachelors,0.8,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.246575,Private,0.016007,Some-college,0.6,Never-married,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.205479,Private,0.341848,HS-grad,0.533333,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.273973,Self-emp-not-inc,0.155541,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.520548,Local-gov,0.111219,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.520432,0.397959,United-States,<=50K
0.465753,Private,0.085729,Assoc-voc,0.666667,Divorced,Tech-support,Unmarried,Black,Female,0,0,0.479592,United-States,<=50K
0.342466,Private,0.087544,Some-college,0.6,Never-married,Other-service,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.424658,Private,0.097271,Some-college,0.6,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,0.397959,United-States,<=50K
0.287671,Private,0.054042,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.408163,United-States,<=50K
0.39726,Private,0.109567,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.547945,Private,0.080432,1st-4th,0.066667,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.214286,United-States,<=50K
0.219178,Federal-gov,0.071772,Bachelors,0.8,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.377551,United-States,<=50K
0.164384,Private,0.083543,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.518365,0.44898,United-States,>50K
0.30137,Self-emp-not-inc,0.075933,9th,0.266667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.30137,Private,0.098214,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0,0.518365,0.418367,United-States,>50K
0.178082,Private,0.0526,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.013699,Private,0.08397,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.041096,Private,0.140535,Some-college,0.6,Never-married,Other-service,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.534247,Private,0.151397,HS-grad,0.533333,Widowed,Other-service,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.452055,Private,0.119222,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.027397,Private,0.155119,11th,0.4,Never-married,Sales,Own-child,White,Female,0,0,0.244898,United-States,<=50K
